player_name_str,canonical_player_name,fantasy_points_final,points_pairs_str,nation_code,role,match_id,team1,team2,runs,balls_faced,fours,sixes,is_out,wickets,bowled_lbw_wickets,maidens,legal_balls_bowled,runs_conceded_by_bowler,dot_balls,catches,stumpings,runouts_direct,runouts_indirect,strike_rate,bowling_economy,played_match_flag,is_captain_flag,is_vicecaptain_flag,runs_points_int,boundary_points_int,six_points_int,milestone_bonus_points_int,duck_points_int,wicket_points_int,lbw_bowled_bonus_points_int,maiden_points_int,wicket_haul_bonus_points_int,dot_ball_points_int,catch_points_int,catch_3_bonus_points_int,stumping_points_int,runout_direct_points_int,runout_indirect_points_int,strike_rate_points_int,economy_rate_points_int,appearance_points_int,batting_points_int,bowling_points_int,fielding_points_int,base_total_points_int,captain_multiplier_int,final_total_points_int,fantasy_points_int,eligible_fantasy_points_int,match_date_x,match_label_x,team_code,json_name_key,match_date_y,match_label_y
Arshdeep Singh,Arshdeep Singh,13,Dot balls: 9 → 9 | Announced: 1 → 4,IND,BOWL,1512754,India,Netherlands,0,0,0,0,0,0,0,0,18,22,9,0,0,0,0,0.0,7.33,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,13,1,13,13,13,,,India,arshdeep singh,2026-02-18,India vs Netherlands
CV Varun,Varun Chakaravarthy,137,Wickets: 3 → 90 | LBW/Bowled bonus: 2 → 16 | 3-Wicket bonus: 3 → 4 | Dot balls: 9 → 9 | Catches: 1 → 8 | Economy Rate: 4.67 → 6 | Announced: 1 → 4,IND,BOWL,1512754,India,Netherlands,0,0,0,0,0,3,2,0,18,14,9,1,0,0,0,0.0,4.67,1,0,0,0,0,0,0,0,90,16,0,4,9,8,0,0,0,0,0,6,4,0,110,8,137,1,137,137,137,,,India,cv varun,2026-02-18,India vs Netherlands
JJ Bumrah,Jasprit Bumrah,57,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 11 → 11 | Economy Rate: 5.67 → 4 | Announced: 1 → 4,IND,BOWL,1512754,India,Netherlands,0,0,0,0,0,1,1,0,18,17,11,0,0,0,0,0.0,5.67,1,0,0,0,0,0,0,0,30,8,0,0,11,0,0,0,0,0,0,4,4,0,38,0,57,1,57,57,57,,,India,jj bumrah,2026-02-18,India vs Netherlands
BA King,Brandon King,8,Runs: 4 → 4 | Announced: 1 → 4,WI,BAT,1512755,West Indies,Italy,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,0.0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,1,8,8,8,,,West Indies,ba king,2026-02-19,West Indies vs Italy
SD Hope,Shai Hope,159,Runs: 75 → 75 | Fours: 6 → 24 | Sixes: 4 → 24 | Runs milestone bonus: 75 → 12 | Catches: 2 → 16 | Strike Rate: 163.04 → 4 | Announced: 1 → 4,WI,WK,1512755,West Indies,Italy,75,46,6,4,1,0,0,0,0,0,0,2,0,0,0,163.04,0.0,1,0,0,75,24,24,12,0,0,0,0,0,0,16,0,0,0,0,4,0,4,135,0,16,159,1,159,159,159,,,West Indies,sd hope,2026-02-19,West Indies vs Italy
SO Hetmyer,Shimron Hetmyer,5,Runs: 1 → 1 | Announced: 1 → 4,WI,BAT,1512755,West Indies,Italy,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,1,5,5,5,,,West Indies,so hetmyer,2026-02-19,West Indies vs Italy
RL Chase,Roston Chase,44,Runs: 24 → 24 | Fours: 2 → 8 | Catches: 1 → 8 | Announced: 1 → 4,WI,AR,1512755,West Indies,Italy,24,25,2,0,1,0,0,0,0,0,0,1,0,0,0,96.0,0.0,1,0,0,24,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,32,0,8,44,1,44,44,44,,,West Indies,rl chase,2026-02-19,West Indies vs Italy
R Powell,Rovman Powell,19,Runs: 9 → 9 | Sixes: 1 → 6 | Announced: 1 → 4,WI,BAT,1512755,West Indies,Italy,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,1,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,19,1,19,19,19,,,West Indies,r powell,2026-02-19,West Indies vs Italy
SE Rutherford,Sherfane Rutherford,46,Runs: 24 → 24 | Fours: 2 → 8 | Sixes: 1 → 6 | Strike Rate: 160.0 → 4 | Announced: 1 → 4,WI,BAT,1512755,West Indies,Italy,24,15,2,1,0,0,0,0,0,0,0,0,0,0,0,160.0,0.0,1,0,0,24,8,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,38,0,0,46,1,46,46,46,,,West Indies,se rutherford,2026-02-19,West Indies vs Italy
JO Holder,Jason Holder,40,Runs: 9 → 9 | Sixes: 1 → 6 | Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 6.33 → 2 | Announced: 1 → 4,WI,AR,1512755,West Indies,Italy,9,7,0,1,1,0,0,0,18,19,11,1,0,0,0,128.57,6.33,1,0,0,9,0,6,0,0,0,0,0,0,11,8,0,0,0,0,0,2,4,15,0,8,40,1,40,40,40,,,West Indies,jo holder,2026-02-19,West Indies vs Italy
MW Forde,Matthew Forde,156,Runs: 16 → 16 | Fours: 3 → 12 | Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 16 → 16 | Economy Rate: 4.75 → 6 | Announced: 1 → 4,WI,BOWL,1512755,West Indies,Italy,16,8,3,0,0,3,1,0,24,19,16,0,0,0,0,200.0,4.75,1,0,0,16,12,0,0,0,90,8,0,4,16,0,0,0,0,0,0,6,4,28,102,0,156,1,156,156,156,,,West Indies,mw forde,2026-02-19,West Indies vs Italy
G Motie,Gudakesh Motie,83,Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Economy Rate: 6.0 → 2 | Announced: 1 → 4,WI,AR,1512755,West Indies,Italy,0,0,0,0,0,2,1,0,24,24,9,0,0,0,0,0.0,6.0,1,0,0,0,0,0,0,0,60,8,0,0,9,0,0,0,0,0,0,2,4,0,68,0,83,1,83,83,83,,,West Indies,g motie,2026-02-19,West Indies vs Italy
AJ Hosein,Akeal Hosein,41,Wickets: 1 → 30 | Dot balls: 7 → 7 | Announced: 1 → 4,WI,BOWL,1512755,West Indies,Italy,0,0,0,0,0,1,0,0,18,25,7,0,0,0,0,0.0,8.33,1,0,0,0,0,0,0,0,30,0,0,0,7,0,0,0,0,0,0,0,4,0,30,0,41,1,41,41,41,,,West Indies,aj hosein,2026-02-19,West Indies vs Italy
S Joseph,Shamar Joseph,179,Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 11 → 11 | Catches: 4 → 32 | 3-catches bonus: 4 → 4 | Announced: 1 → 4,WI,BOWL,1512755,West Indies,Italy,0,0,0,0,0,4,0,0,24,30,11,4,0,0,0,0.0,7.5,1,0,0,0,0,0,0,0,120,0,0,8,11,32,4,0,0,0,0,0,4,0,128,36,179,1,179,179,179,,,West Indies,s joseph,2026-02-19,West Indies vs Italy
P Nissanka,Pathum Nissanka,110,Runs: 62 → 62 | Fours: 8 → 32 | Runs milestone bonus: 62 → 8 | Strike Rate: 151.22 → 4 | Announced: 1 → 4,SL,BAT,1512756,Sri Lanka,Zimbabwe,62,41,8,0,1,0,0,0,0,0,0,0,0,0,0,151.22,0.0,1,0,0,62,32,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,102,0,0,110,1,110,110,110,,,Sri Lanka,p nissanka,2026-02-19,Sri Lanka vs Zimbabwe
MDKJ Perera,Kusal Perera,54,Runs: 22 → 22 | Fours: 4 → 16 | Catches: 1 → 8 | Strike Rate: 157.14 → 4 | Announced: 1 → 4,SL,WK,1512756,Sri Lanka,Zimbabwe,22,14,4,0,1,0,0,0,0,0,0,1,0,0,0,157.14,0.0,1,0,0,22,16,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,4,38,0,8,54,1,54,54,54,,,Sri Lanka,mdkj perera,2026-02-19,Sri Lanka vs Zimbabwe
BKG Mendis,Kusal Mendis,18,Runs: 14 → 14 | Announced: 1 → 4,SL,WK,1512756,Sri Lanka,Zimbabwe,14,20,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0,0.0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,18,1,18,18,18,,,Sri Lanka,kusal mendis,2026-02-19,Sri Lanka vs Zimbabwe
P Rathnayake,Pavan Rathnayake,82,Runs: 44 → 44 | Fours: 3 → 12 | Sixes: 2 → 12 | Runs milestone bonus: 44 → 4 | Strike Rate: 176.0 → 6 | Announced: 1 → 4,SL,BAT,1512756,Sri Lanka,Zimbabwe,44,25,3,2,1,0,0,0,0,0,0,0,0,0,0,176.0,0.0,1,0,0,44,12,12,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,72,0,0,82,1,82,82,82,,,Sri Lanka,p rathnayake,2026-02-19,Sri Lanka vs Zimbabwe
PHKD Mendis,Kamindu Mendis,15,Runs: 7 → 7 | Fours: 1 → 4 | Announced: 1 → 4,SL,AR,1512756,Sri Lanka,Zimbabwe,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,140.0,0.0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,15,1,15,15,15,,,Sri Lanka,kamindu mendis,2026-02-19,Sri Lanka vs Zimbabwe
MD Shanaka,Dasun Shanaka,60,Runs: 6 → 6 | Wickets: 1 → 30 | Dot balls: 4 → 4 | Catches: 2 → 16 | Announced: 1 → 4,SL,AR,1512756,Sri Lanka,Zimbabwe,6,6,0,0,1,1,0,0,18,26,4,2,0,0,0,100.0,8.67,1,0,0,6,0,0,0,0,30,0,0,0,4,16,0,0,0,0,0,0,4,6,30,16,60,1,60,60,60,,,Sri Lanka,md shanaka,2026-02-19,Sri Lanka vs Zimbabwe
DN Wellalage,Dunith Wellalage,78,Runs: 15 → 15 | Fours: 3 → 12 | Wickets: 1 → 30 | Dot balls: 7 → 7 | Catches: 1 → 8 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,SL,AR,1512756,Sri Lanka,Zimbabwe,15,8,3,0,0,1,0,0,24,27,7,1,0,0,0,187.5,6.75,1,0,0,15,12,0,0,0,30,0,0,0,7,8,0,0,0,0,0,2,4,27,30,8,78,1,78,78,78,,,Sri Lanka,dn wellalage,2026-02-19,Sri Lanka vs Zimbabwe
MADI Hemantha,Dushan Hemantha,68,Duck: 0 → -2 | Wickets: 2 → 60 | Dot balls: 6 → 6 | Announced: 1 → 4,SL,AR,1512756,Sri Lanka,Zimbabwe,0,1,0,0,1,2,0,0,24,36,6,0,0,0,0,0.0,9.0,1,0,0,0,0,0,0,-2,60,0,0,0,6,0,0,0,0,0,0,0,4,-2,60,0,68,1,68,68,68,,,Sri Lanka,madi hemantha,2026-02-19,Sri Lanka vs Zimbabwe
M Theekshana,Maheesh Theekshana,5,Dot balls: 7 → 7 | Economy Rate: 13.43 → -6 | Announced: 1 → 4,SL,BOWL,1512756,Sri Lanka,Zimbabwe,0,0,0,0,0,0,0,0,21,47,7,0,0,0,0,0.0,13.43,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,-6,4,0,0,0,5,1,5,5,5,,,Sri Lanka,m theekshana,2026-02-19,Sri Lanka vs Zimbabwe
D Madushanka,Dilshan Madushanka,13,Dot balls: 7 → 7 | Economy Rate: 6.67 → 2 | Announced: 1 → 4,SL,BOWL,1512756,Sri Lanka,Zimbabwe,0,0,0,0,0,0,0,0,18,20,7,0,0,0,0,0.0,6.67,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,4,0,0,0,13,1,13,13,13,,,Sri Lanka,d madushanka,2026-02-19,Sri Lanka vs Zimbabwe
PM Liyanagamage,Pramod Madushan,5,Dot balls: 5 → 5 | Economy Rate: 11.5 → -4 | Announced: 1 → 4,SL,BOWL,1512756,Sri Lanka,Zimbabwe,0,0,0,0,0,0,0,0,12,23,5,0,0,0,0,0.0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-4,4,0,0,0,5,1,5,5,5,,,Sri Lanka,pm liyanagamage,2026-02-19,Sri Lanka vs Zimbabwe
MR Marsh,Mitchell Marsh,134,Runs: 64 → 64 | Fours: 7 → 28 | Sixes: 4 → 24 | Runs milestone bonus: 64 → 8 | Strike Rate: 193.94 → 6 | Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,64,33,7,4,0,0,0,0,0,0,0,0,0,0,0,193.94,0.0,1,0,0,64,28,24,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,124,0,0,134,1,134,134,134,,,Australia,mr marsh,2026-02-20,Oman vs Australia
TM Head,Travis Head,68,Runs: 32 → 32 | Fours: 6 → 24 | Runs milestone bonus: 32 → 4 | Strike Rate: 168.42 → 4 | Announced: 1 → 4,AUS,BAT,1512758,Oman,Australia,32,19,6,0,1,0,0,0,0,0,0,0,0,0,0,168.42,0.0,1,0,0,32,24,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,60,0,0,68,1,68,68,68,,,Australia,tm head,2026-02-20,Oman vs Australia
JP Inglis,Josh Inglis,24,Runs: 12 → 12 | Fours: 2 → 8 | Announced: 1 → 4,AUS,WK,1512758,Oman,Australia,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,200.0,0.0,1,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,24,1,24,24,24,,,Australia,jp inglis,2026-02-20,Oman vs Australia
C Green,Cameron Green,22,Dot balls: 6 → 6 | Catches: 1 → 8 | Economy Rate: 5.5 → 4 | Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,0,0,0,0,0,0,0,0,12,11,6,1,0,0,0,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,4,4,0,0,8,22,1,22,22,22,,,Australia,c green,2026-02-20,Oman vs Australia
TH David,TH David,4,Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,4,4,,,,th david,2026-02-20,Oman vs Australia
MT Renshaw,MT Renshaw,4,Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,4,4,,,,mt renshaw,2026-02-20,Oman vs Australia
GJ Maxwell,Glenn Maxwell,95,Wickets: 2 → 60 | LBW/Bowled bonus: 2 → 16 | Dot balls: 9 → 9 | Economy Rate: 4.33 → 6 | Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,0,0,0,0,0,2,2,0,18,13,9,0,0,0,0,0.0,4.33,1,0,0,0,0,0,0,0,60,16,0,0,9,0,0,0,0,0,0,6,4,0,76,0,95,1,95,95,95,,,Australia,gj maxwell,2026-02-20,Oman vs Australia
MP Stoinis,Marcus Stoinis,37,Wickets: 1 → 30 | Dot balls: 3 → 3 | Announced: 1 → 4,AUS,AR,1512758,Oman,Australia,0,0,0,0,0,1,0,0,12,16,3,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,4,0,30,0,37,1,37,37,37,,,Australia,mp stoinis,2026-02-20,Oman vs Australia
XC Bartlett,Xavier Bartlett,103,Wickets: 2 → 60 | LBW/Bowled bonus: 2 → 16 | Dot balls: 13 → 13 | Catches: 1 → 8 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,AUS,BOWL,1512758,Oman,Australia,0,0,0,0,0,2,2,0,24,27,13,1,0,0,0,0.0,6.75,1,0,0,0,0,0,0,0,60,16,0,0,13,8,0,0,0,0,0,2,4,0,76,8,103,1,103,103,103,,,Australia,xc bartlett,2026-02-20,Oman vs Australia
NT Ellis,Nathan Ellis,48,Wickets: 1 → 30 | LBW/Bowled bonus: 1 → 8 | Dot balls: 6 → 6 | Announced: 1 → 4,AUS,BOWL,1512758,Oman,Australia,0,0,0,0,0,1,1,0,12,14,6,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,30,8,0,0,6,0,0,0,0,0,0,0,4,0,38,0,48,1,48,48,48,,,Australia,nt ellis,2026-02-20,Oman vs Australia
A Zampa,Adam Zampa,167,Wickets: 4 → 120 | LBW/Bowled bonus: 3 → 24 | 3-Wicket bonus: 4 → 8 | Dot balls: 9 → 9 | Economy Rate: 6.3 → 2 | Announced: 1 → 4,AUS,BOWL,1512758,Oman,Australia,0,0,0,0,0,4,3,0,20,21,9,0,0,0,0,0.0,6.3,1,0,0,0,0,0,0,0,120,24,0,8,9,0,0,0,0,0,0,2,4,0,152,0,167,1,167,167,167,,,Australia,a zampa,2026-02-20,Oman vs Australia
PD Salt,Philip Salt,114,Runs: 62 → 62 | Fours: 6 → 24 | Sixes: 2 → 12 | Runs milestone bonus: 62 → 8 | Strike Rate: 155.0 → 4 | Announced: 1 → 4,ENG,WK,1512760,England,Sri Lanka,62,40,6,2,1,0,0,0,0,0,0,0,0,0,0,155.0,0.0,1,0,0,62,24,12,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,106,0,0,114,1,114,114,114,,,England,pd salt,2026-02-22,England vs Sri Lanka
JC Buttler,Jos Buttler,7,Runs: 7 → 7 | Strike Rate: 50.0 → -4 | Announced: 1 → 4,ENG,WK,1512760,England,Sri Lanka,7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,0.0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,7,0,0,7,1,7,7,7,,,England,jc buttler,2026-02-22,England vs Sri Lanka
JG Bethell,Jacob Bethell,7,Runs: 3 → 3 | Announced: 1 → 4,ENG,AR,1512760,England,Sri Lanka,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,1,7,7,7,,,England,jg bethell,2026-02-22,England vs Sri Lanka
T Banton,Tom Banton,26,Runs: 6 → 6 | Catches: 2 → 16 | Announced: 1 → 4,ENG,WK,1512760,England,Sri Lanka,6,7,0,0,1,0,0,0,0,0,0,2,0,0,0,85.71,0.0,1,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,6,0,16,26,1,26,26,26,,,England,t banton,2026-02-22,England vs Sri Lanka
HC Brook,Harry Brook,30,Runs: 14 → 14 | Fours: 1 → 4 | Catches: 1 → 8 | Announced: 1 → 4,ENG,BAT,1512760,England,Sri Lanka,14,7,1,0,1,0,0,0,0,0,0,1,0,0,0,200.0,0.0,1,0,0,14,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,18,0,8,30,1,30,30,30,,,England,hc brook,2026-02-22,England vs Sri Lanka
SM Curran,Sam Curran,21,Runs: 11 → 11 | Sixes: 1 → 6 | Announced: 1 → 4,ENG,AR,1512760,England,Sri Lanka,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,1,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,21,1,21,21,21,,,England,sm curran,2026-02-22,England vs Sri Lanka
WG Jacks,Will Jacks,167,Runs: 21 → 21 | Fours: 4 → 16 | Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 16 → 16 | Catches: 1 → 8 | Strike Rate: 150.0 → 4 | Economy Rate: 5.5 → 4 | Announced: 1 → 4,ENG,AR,1512760,England,Sri Lanka,21,14,4,0,1,3,0,0,24,22,16,1,0,0,0,150.0,5.5,1,0,0,21,16,0,0,0,90,0,0,4,16,8,0,0,0,0,4,4,4,37,94,8,167,1,167,167,167,,,England,wg jacks,2026-02-22,England vs Sri Lanka
LA Dawson,Liam Dawson,93,Runs: 6 → 6 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 9 → 9 | Catches: 1 → 8 | Strike Rate: 54.55 → -4 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,ENG,AR,1512760,England,Sri Lanka,6,11,0,0,1,2,1,0,24,27,9,1,0,0,0,54.55,6.75,1,0,0,6,0,0,0,0,60,8,0,0,9,8,0,0,0,0,-4,2,4,6,68,8,93,1,93,93,93,,,England,la dawson,2026-02-22,England vs Sri Lanka
J Overton,Jamie Overton,73,Runs: 10 → 10 | Sixes: 1 → 6 | Wickets: 1 → 30 | Dot balls: 5 → 5 | Catches: 2 → 16 | Economy Rate: 6.5 → 2 | Announced: 1 → 4,ENG,AR,1512760,England,Sri Lanka,10,10,0,1,0,1,0,0,12,13,5,2,0,0,0,100.0,6.5,1,0,0,10,0,6,0,0,30,0,0,0,5,16,0,0,0,0,0,2,4,16,30,16,73,1,73,73,73,,,England,j overton,2026-02-22,England vs Sri Lanka
JC Archer,Jofra Archer,77,Wickets: 2 → 60 | Dot balls: 11 → 11 | Economy Rate: 6.67 → 2 | Announced: 1 → 4,ENG,BOWL,1512760,England,Sri Lanka,0,1,0,0,1,2,0,0,18,20,11,0,0,0,0,0.0,6.67,1,0,0,0,0,0,0,0,60,0,0,0,11,0,0,0,0,0,0,2,4,0,60,0,77,1,77,77,77,,,England,jc archer,2026-02-22,England vs Sri Lanka
AU Rashid,Adil Rashid,92,Runs: 1 → 1 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 13 → 13 | Economy Rate: 3.55 → 6 | Announced: 1 → 4,ENG,BOWL,1512760,England,Sri Lanka,1,1,0,0,0,2,1,0,22,13,13,0,0,0,0,100.0,3.55,1,0,0,1,0,0,0,0,60,8,0,0,13,0,0,0,0,0,0,6,4,1,68,0,92,1,92,92,92,,,England,au rashid,2026-02-22,England vs Sri Lanka
P Nissanka,Pathum Nissanka,21,Runs: 9 → 9 | Fours: 2 → 8 | Announced: 1 → 4,SL,BAT,1512760,England,Sri Lanka,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,112.5,0.0,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,21,1,21,21,21,,,Sri Lanka,p nissanka,2026-02-22,England vs Sri Lanka
K Mishara,Kamil Mishara,18,Runs: 6 → 6 | Fours: 1 → 4 | Catches: 1 → 8 | Strike Rate: 54.55 → -4 | Announced: 1 → 4,SL,WK,1512760,England,Sri Lanka,6,11,1,0,1,0,0,0,0,0,0,1,0,0,0,54.55,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,-4,0,4,10,0,8,18,1,18,18,18,,,Sri Lanka,k mishara,2026-02-22,England vs Sri Lanka
BKG Mendis,Kusal Mendis,12,Runs: 4 → 4 | Fours: 1 → 4 | Announced: 1 → 4,SL,WK,1512760,England,Sri Lanka,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,1,12,12,12,,,Sri Lanka,kusal mendis,2026-02-22,England vs Sri Lanka
P Rathnayake,Pavan Rathnayake,2,Duck: 0 → -2 | Announced: 1 → 4,SL,BAT,1512760,England,Sri Lanka,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,Sri Lanka,p rathnayake,2026-02-22,England vs Sri Lanka
DN Wellalage,Dunith Wellalage,153,Runs: 10 → 10 | Fours: 2 → 8 | Wickets: 3 → 90 | LBW/Bowled bonus: 2 → 16 | 3-Wicket bonus: 3 → 4 | Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 6.5 → 2 | Announced: 1 → 4,SL,AR,1512760,England,Sri Lanka,10,10,2,0,1,3,2,0,24,26,11,1,0,0,0,100.0,6.5,1,0,0,10,8,0,0,0,90,16,0,4,11,8,0,0,0,0,0,2,4,18,110,8,153,1,153,153,153,,,Sri Lanka,dn wellalage,2026-02-22,England vs Sri Lanka
PHKD Mendis,Kamindu Mendis,27,Runs: 13 → 13 | Fours: 1 → 4 | Sixes: 1 → 6 | Announced: 1 → 4,SL,AR,1512760,England,Sri Lanka,13,11,1,1,1,0,0,0,0,0,0,0,0,0,0,118.18,0.0,1,0,0,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,27,1,27,27,27,,,Sri Lanka,kamindu mendis,2026-02-22,England vs Sri Lanka
MD Shanaka,Dasun Shanaka,74,Runs: 30 → 30 | Fours: 1 → 4 | Sixes: 2 → 12 | Runs milestone bonus: 30 → 4 | Catches: 1 → 8 | Runout - direct: 1 → 12 | Announced: 1 → 4,SL,AR,1512760,England,Sri Lanka,30,24,1,2,1,0,0,0,0,0,0,1,0,1,0,125.0,0.0,1,0,0,30,4,12,4,0,0,0,0,0,0,8,0,0,12,0,0,0,4,50,0,20,74,1,74,74,74,,,Sri Lanka,md shanaka,2026-02-22,England vs Sri Lanka
MADI Hemantha,Dushan Hemantha,29,Runs: 5 → 5 | Dot balls: 4 → 4 | Catches: 2 → 16 | Announced: 1 → 4,SL,AR,1512760,England,Sri Lanka,5,8,0,0,1,0,0,0,24,38,4,2,0,0,0,62.5,9.5,1,0,0,5,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,4,5,0,16,29,1,29,29,29,,,Sri Lanka,madi hemantha,2026-02-22,England vs Sri Lanka
PVD Chameera,Dushmantha Chameera,43,Runs: 6 → 6 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Strike Rate: 46.15 → -6 | Announced: 1 → 4,SL,BOWL,1512760,England,Sri Lanka,6,13,0,0,1,1,0,0,24,34,9,0,0,0,0,46.15,8.5,1,0,0,6,0,0,0,0,30,0,0,0,9,0,0,0,0,0,-6,0,4,6,30,0,43,1,43,43,43,,,Sri Lanka,pvd chameera,2026-02-22,England vs Sri Lanka
M Theekshana,Maheesh Theekshana,91,Runs: 10 → 10 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 9 → 9 | Economy Rate: 5.25 → 4 | Announced: 1 → 4,SL,BOWL,1512760,England,Sri Lanka,10,8,1,0,0,2,0,0,24,21,9,0,0,0,0,125.0,5.25,1,0,0,10,4,0,0,0,60,0,0,0,9,0,0,0,0,0,0,4,4,14,60,0,91,1,91,91,91,,,Sri Lanka,m theekshana,2026-02-22,England vs Sri Lanka
D Madushanka,Dilshan Madushanka,86,Wickets: 2 → 60 | Dot balls: 12 → 12 | Catches: 1 → 8 | Economy Rate: 6.25 → 2 | Announced: 1 → 4,SL,BOWL,1512760,England,Sri Lanka,0,2,0,0,1,2,0,0,24,25,12,1,0,0,0,0.0,6.25,1,0,0,0,0,0,0,0,60,0,0,0,12,8,0,0,0,0,0,2,4,0,60,8,86,1,86,86,86,,,Sri Lanka,d madushanka,2026-02-22,England vs Sri Lanka
AK Markram,Aiden Markram,50,Runs: 4 → 4 | Wickets: 1 → 30 | Dot balls: 4 → 4 | Catches: 1 → 8 | Announced: 1 → 4,SA,AR,1512761,South Africa,India,4,7,0,0,1,1,0,0,6,5,4,1,0,0,0,57.14,5.0,1,0,0,4,0,0,0,0,30,0,0,0,4,8,0,0,0,0,0,0,4,4,30,8,50,1,50,50,50,,,South Africa,ak markram,2026-02-22,South Africa vs India
