player_name_str,canonical_player_name,fantasy_points_final,points_pairs_str,nation_code,role,match_id,team1,team2,runs,balls_faced,fours,sixes,is_out,wickets,bowled_lbw_wickets,maidens,legal_balls_bowled,runs_conceded_by_bowler,dot_balls,catches,stumpings,runouts_direct,runouts_indirect,strike_rate,bowling_economy,played_match_flag,is_captain_flag,is_vicecaptain_flag,runs_points_int,boundary_points_int,six_points_int,milestone_bonus_points_int,duck_points_int,wicket_points_int,lbw_bowled_bonus_points_int,maiden_points_int,wicket_haul_bonus_points_int,dot_ball_points_int,catch_points_int,catch_3_bonus_points_int,stumping_points_int,runout_direct_points_int,runout_indirect_points_int,strike_rate_points_int,economy_rate_points_int,appearance_points_int,batting_points_int,bowling_points_int,fielding_points_int,base_total_points_int,captain_multiplier_int,final_total_points_int,fantasy_points_int,eligible_fantasy_points_int,match_date_x,match_label_x,team_code,json_name_key,match_date_y,match_label_y
Q de Kock,Quinton de Kock,30,Runs: 6 → 6 | Fours: 1 → 4 | Catches: 2 → 16 | Announced: 1 → 4,SA,WK,1512761,South Africa,India,6,7,1,0,1,0,0,0,0,0,0,2,0,0,0,85.71,0.0,1,0,0,6,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,10,0,16,30,1,30,30,30,,,South Africa,q de kock,2026-02-22,South Africa vs India
RD Rickelton,Ryan Rickelton,25,Runs: 7 → 7 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4,SA,WK,1512761,South Africa,India,7,7,0,1,1,0,0,0,0,0,0,1,0,0,0,100.0,0.0,1,0,0,7,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,13,0,8,25,1,25,25,25,,,South Africa,rd rickelton,2026-02-22,South Africa vs India
D Brevis,Dewald Brevis,95,Runs: 45 → 45 | Fours: 3 → 12 | Sixes: 3 → 18 | Runs milestone bonus: 45 → 4 | Catches: 1 → 8 | Strike Rate: 160.71 → 4 | Announced: 1 → 4,SA,BAT,1512761,South Africa,India,45,28,3,3,1,0,0,0,0,0,0,1,0,0,0,160.71,0.0,1,0,0,45,12,18,4,0,0,0,0,0,0,8,0,0,0,0,4,0,4,79,0,8,95,1,95,95,95,,,South Africa,d brevis,2026-02-22,South Africa vs India
DA Miller,David Miller,127,Runs: 63 → 63 | Fours: 7 → 28 | Sixes: 3 → 18 | Runs milestone bonus: 63 → 8 | Strike Rate: 180.0 → 6 | Announced: 1 → 4,SA,BAT,1512761,South Africa,India,63,35,7,3,1,0,0,0,0,0,0,0,0,0,0,180.0,0.0,1,0,0,63,28,18,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,117,0,0,127,1,127,127,127,,,South Africa,da miller,2026-02-22,South Africa vs India
T Stubbs,Tristan Stubbs,108,Runs: 44 → 44 | Fours: 1 → 4 | Sixes: 3 → 18 | Runs milestone bonus: 44 → 4 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Strike Rate: 191.3 → 6 | Announced: 1 → 4,SA,WK,1512761,South Africa,India,44,23,1,3,0,0,0,0,0,0,0,3,0,0,0,191.3,0.0,1,0,0,44,4,18,4,0,0,0,0,0,0,24,4,0,0,0,6,0,4,70,0,28,108,1,108,108,108,,,South Africa,t stubbs,2026-02-22,South Africa vs India
M Jansen,Marco Jansen,150,Runs: 2 → 2 | Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 12 → 12 | Economy Rate: 5.74 → 4 | Announced: 1 → 4,SA,AR,1512761,South Africa,India,2,6,0,0,1,4,0,0,23,22,12,0,0,0,0,33.33,5.74,1,0,0,2,0,0,0,0,120,0,0,8,12,0,0,0,0,0,0,4,4,2,128,0,150,1,150,150,150,,,South Africa,m jansen,2026-02-22,South Africa vs India
C Bosch,Corbin Bosch,97,Runs: 5 → 5 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 10 → 10 | Catches: 1 → 8 | Economy Rate: 4.0 → 6 | Announced: 1 → 4,SA,AR,1512761,South Africa,India,5,6,1,0,1,2,0,0,18,12,10,1,0,0,0,83.33,4.0,1,0,0,5,4,0,0,0,60,0,0,0,10,8,0,0,0,0,0,6,4,9,60,8,97,1,97,97,97,,,South Africa,c bosch,2026-02-22,South Africa vs India
K Rabada,Kagiso Rabada,17,Dot balls: 13 → 13 | Announced: 1 → 4,SA,BOWL,1512761,South Africa,India,0,1,0,0,0,0,0,0,24,32,13,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,17,1,17,17,17,,,South Africa,k rabada,2026-02-22,South Africa vs India
KA Maharaj,Keshav Maharaj,103,Wickets: 3 → 90 | 3-Wicket bonus: 3 → 4 | Dot balls: 5 → 5 | Announced: 1 → 4,SA,BOWL,1512761,South Africa,India,0,0,0,0,0,3,0,0,18,24,5,0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,0,90,0,0,4,5,0,0,0,0,0,0,0,4,0,94,0,103,1,103,103,103,,,South Africa,ka maharaj,2026-02-22,South Africa vs India
L Ngidi,Lungi Ngidi,29,Dot balls: 11 → 11 | Catches: 1 → 8 | Economy Rate: 3.75 → 6 | Announced: 1 → 4,SA,BOWL,1512761,South Africa,India,0,0,0,0,0,0,0,0,24,15,11,1,0,0,0,0.0,3.75,1,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,6,4,0,0,8,29,1,29,29,29,,,South Africa,l ngidi,2026-02-22,South Africa vs India
Ishan Kishan,Ishan Kishan,2,Duck: 0 → -2 | Announced: 1 → 4,IND,WK,1512761,South Africa,India,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,India,ishan kishan,2026-02-22,South Africa vs India
Abhishek Sharma,Abhishek Sharma,41,Runs: 15 → 15 | Fours: 2 → 8 | Sixes: 1 → 6 | Catches: 1 → 8 | Announced: 1 → 4,IND,AR,1512761,South Africa,India,15,12,2,1,1,0,0,0,0,0,0,1,0,0,0,125.0,0.0,1,0,0,15,8,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,29,0,8,41,1,41,41,41,,,India,abhishek sharma,2026-02-22,South Africa vs India
Tilak Varma,Tilak Varma,13,Runs: 1 → 1 | Catches: 1 → 8 | Announced: 1 → 4,IND,BAT,1512761,South Africa,India,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,50.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,8,13,1,13,13,13,,,India,tilak varma,2026-02-22,South Africa vs India
SA Yadav,Suryakumar Yadav,30,Runs: 18 → 18 | Fours: 2 → 8 | Announced: 1 → 4,IND,BAT,1512761,South Africa,India,18,22,2,0,1,0,0,0,0,0,0,0,0,0,0,81.82,0.0,1,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,30,1,30,30,30,,,India,sa yadav,2026-02-22,South Africa vs India
Washington Sundar,Washington Sundar,22,Runs: 11 → 11 | Sixes: 1 → 6 | Dot balls: 1 → 1 | Announced: 1 → 4,IND,AR,1512761,South Africa,India,11,11,0,1,1,0,0,0,12,17,1,0,0,0,0,100.0,8.5,1,0,0,11,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,17,0,0,22,1,22,22,22,,,India,washington sundar,2026-02-22,South Africa vs India
S Dube,Shivam Dube,107,Runs: 42 → 42 | Fours: 1 → 4 | Sixes: 3 → 18 | Runs milestone bonus: 42 → 4 | Wickets: 1 → 30 | Dot balls: 3 → 3 | Catches: 1 → 8 | Economy Rate: 16.0 → -6 | Announced: 1 → 4,IND,AR,1512761,South Africa,India,42,37,1,3,1,1,0,0,12,32,3,1,0,0,0,113.51,16.0,1,0,0,42,4,18,4,0,30,0,0,0,3,8,0,0,0,0,0,-6,4,68,30,8,107,1,107,107,107,,,India,s dube,2026-02-22,South Africa vs India
HH Pandya,Hardik Pandya,38,Runs: 18 → 18 | Sixes: 1 → 6 | Dot balls: 6 → 6 | Catches: 1 → 8 | Economy Rate: 11.25 → -4 | Announced: 1 → 4,IND,AR,1512761,South Africa,India,18,17,0,1,1,0,0,0,24,45,6,1,0,0,0,105.88,11.25,1,0,0,18,0,6,0,0,0,0,0,0,6,8,0,0,0,0,0,-4,4,24,0,8,38,1,38,38,38,,,India,hh pandya,2026-02-22,South Africa vs India
RK Singh,Rinku Singh,10,Duck: 0 → -2 | Catches: 1 → 8 | Announced: 1 → 4,IND,BAT,1512761,South Africa,India,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,8,0,0,0,0,0,0,4,-2,0,8,10,1,10,10,10,,,India,rk singh,2026-02-22,South Africa vs India
Arshdeep Singh,Arshdeep Singh,76,Runs: 1 → 1 | Wickets: 2 → 60 | Dot balls: 11 → 11 | Announced: 1 → 4,IND,BOWL,1512761,South Africa,India,1,2,0,0,1,2,0,0,24,28,11,0,0,0,0,50.0,7.0,1,0,0,1,0,0,0,0,60,0,0,0,11,0,0,0,0,0,0,0,4,1,60,0,76,1,76,76,76,,,India,arshdeep singh,2026-02-22,South Africa vs India
CV Varun,Varun Chakaravarthy,38,Wickets: 1 → 30 | Dot balls: 8 → 8 | Economy Rate: 11.75 → -4 | Announced: 1 → 4,IND,BOWL,1512761,South Africa,India,0,3,0,0,0,1,0,0,24,47,8,0,0,0,0,0.0,11.75,1,0,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,-4,4,0,30,0,38,1,38,38,38,,,India,cv varun,2026-02-22,South Africa vs India
JJ Bumrah,Jasprit Bumrah,132,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 12 → 12 | Catches: 1 → 8 | Economy Rate: 3.75 → 6 | Announced: 1 → 4,IND,BOWL,1512761,South Africa,India,0,1,0,0,1,3,1,0,24,15,12,1,0,0,0,0.0,3.75,1,0,0,0,0,0,0,0,90,8,0,4,12,8,0,0,0,0,0,6,4,0,102,8,132,1,132,132,132,,,India,jj bumrah,2026-02-22,South Africa vs India
BA King,Brandon King,19,Runs: 9 → 9 | Sixes: 1 → 6 | Announced: 1 → 4,WI,BAT,1512762,West Indies,Zimbabwe,9,12,0,1,1,0,0,0,0,0,0,0,0,0,0,75.0,0.0,1,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,19,1,19,19,19,,,West Indies,ba king,2026-02-23,West Indies vs Zimbabwe
SD Hope,Shai Hope,26,Runs: 14 → 14 | Fours: 2 → 8 | Announced: 1 → 4,WI,WK,1512762,West Indies,Zimbabwe,14,12,2,0,1,0,0,0,0,0,0,0,0,0,0,116.67,0.0,1,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,26,1,26,26,26,,,West Indies,sd hope,2026-02-23,West Indies vs Zimbabwe
SO Hetmyer,Shimron Hetmyer,193,Runs: 85 → 85 | Fours: 7 → 28 | Sixes: 7 → 42 | Runs milestone bonus: 85 → 12 | Catches: 2 → 16 | Strike Rate: 250.0 → 6 | Announced: 1 → 4,WI,BAT,1512762,West Indies,Zimbabwe,85,34,7,7,1,0,0,0,0,0,0,2,0,0,0,250.0,0.0,1,0,0,85,28,42,12,0,0,0,0,0,0,16,0,0,0,0,6,0,4,167,0,16,193,1,193,193,193,,,West Indies,so hetmyer,2026-02-23,West Indies vs Zimbabwe
R Powell,Rovman Powell,117,Runs: 59 → 59 | Fours: 4 → 16 | Sixes: 4 → 24 | Runs milestone bonus: 59 → 8 | Strike Rate: 173.53 → 6 | Announced: 1 → 4,WI,BAT,1512762,West Indies,Zimbabwe,59,34,4,4,1,0,0,0,0,0,0,0,0,0,0,173.53,0.0,1,0,0,59,16,24,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,107,0,0,117,1,117,117,117,,,West Indies,r powell,2026-02-23,West Indies vs Zimbabwe
SE Rutherford,Sherfane Rutherford,69,Runs: 31 → 31 | Fours: 3 → 12 | Sixes: 2 → 12 | Runs milestone bonus: 31 → 4 | Strike Rate: 238.46 → 6 | Announced: 1 → 4,WI,BAT,1512762,West Indies,Zimbabwe,31,13,3,2,0,0,0,0,0,0,0,0,0,0,0,238.46,0.0,1,0,0,31,12,12,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,59,0,0,69,1,69,69,69,,,West Indies,se rutherford,2026-02-23,West Indies vs Zimbabwe
R Shepherd,Romario Shepherd,49,Runs: 21 → 21 | Sixes: 3 → 18 | Strike Rate: 210.0 → 6 | Announced: 1 → 4,WI,AR,1512762,West Indies,Zimbabwe,21,10,0,3,1,0,0,0,0,0,0,0,0,0,0,210.0,0.0,1,0,0,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,39,0,0,49,1,49,49,49,,,West Indies,r shepherd,2026-02-23,West Indies vs Zimbabwe
JO Holder,Jason Holder,77,Runs: 13 → 13 | Sixes: 2 → 12 | Wickets: 1 → 30 | Dot balls: 10 → 10 | Catches: 1 → 8 | Announced: 1 → 4,WI,AR,1512762,West Indies,Zimbabwe,13,4,0,2,1,1,0,0,18,25,10,1,0,0,0,325.0,8.33,1,0,0,13,0,12,0,0,30,0,0,0,10,8,0,0,0,0,0,0,4,25,30,8,77,1,77,77,77,,,West Indies,jo holder,2026-02-23,West Indies vs Zimbabwe
MW Forde,Matthew Forde,77,Runs: 1 → 1 | Wickets: 2 → 60 | Dot balls: 12 → 12 | Announced: 1 → 4,WI,BOWL,1512762,West Indies,Zimbabwe,1,1,0,0,0,2,0,0,22,27,12,0,0,0,0,100.0,7.36,1,0,0,1,0,0,0,0,60,0,0,0,12,0,0,0,0,0,0,0,4,1,60,0,77,1,77,77,77,,,West Indies,mw forde,2026-02-23,West Indies vs Zimbabwe
AJ Hosein,Akeal Hosein,143,Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | Maiden overs: 1 → 12 | 3-Wicket bonus: 3 → 4 | Dot balls: 17 → 17 | Catches: 1 → 8 | Announced: 1 → 4,WI,BOWL,1512762,West Indies,Zimbabwe,0,0,0,0,0,3,1,1,24,28,17,1,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,90,8,12,4,17,8,0,0,0,0,0,0,4,0,114,8,143,1,143,143,143,,,West Indies,aj hosein,2026-02-23,West Indies vs Zimbabwe
G Motie,Gudakesh Motie,180,Wickets: 4 → 120 | LBW/Bowled bonus: 3 → 24 | Maiden overs: 1 → 12 | 3-Wicket bonus: 4 → 8 | Dot balls: 12 → 12 | Announced: 1 → 4,WI,AR,1512762,West Indies,Zimbabwe,0,0,0,0,0,4,3,1,24,28,12,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,0,120,24,12,8,12,0,0,0,0,0,0,0,4,0,164,0,180,1,180,180,180,,,West Indies,g motie,2026-02-23,West Indies vs Zimbabwe
S Joseph,Shamar Joseph,23,Dot balls: 7 → 7 | Catches: 2 → 16 | Economy Rate: 11.67 → -4 | Announced: 1 → 4,WI,BOWL,1512762,West Indies,Zimbabwe,0,0,0,0,0,0,0,0,18,35,7,2,0,0,0,0.0,11.67,1,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,-4,4,0,0,16,23,1,23,23,23,,,West Indies,s joseph,2026-02-23,West Indies vs Zimbabwe
Sahibzada Farhan,Sahibzada Farhan,125,Runs: 63 → 63 | Fours: 7 → 28 | Sixes: 2 → 12 | Runs milestone bonus: 63 → 8 | Catches: 1 → 8 | Strike Rate: 143.18 → 2 | Announced: 1 → 4,PAK,WK,1512763,Pakistan,England,63,44,7,2,1,0,0,0,0,0,0,1,0,0,0,143.18,0.0,1,0,0,63,28,12,8,0,0,0,0,0,0,8,0,0,0,0,2,0,4,111,0,8,125,1,125,125,125,,,Pakistan,sahibzada farhan,2026-02-24,Pakistan vs England
Saim Ayub,Saim Ayub,14,Runs: 7 → 7 | Fours: 1 → 4 | Dot balls: 1 → 1 | Economy Rate: 10.5 → -2 | Announced: 1 → 4,PAK,AR,1512763,Pakistan,England,7,7,1,0,1,0,0,0,12,21,1,0,0,0,0,100.0,10.5,1,0,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,4,11,0,0,14,1,14,14,14,,,Pakistan,saim ayub,2026-02-24,Pakistan vs England
Agha Salman,Salman Agha,13,Runs: 5 → 5 | Fours: 1 → 4 | Announced: 1 → 4,PAK,AR,1512763,Pakistan,England,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,83.33,0.0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,13,1,13,13,13,,,Pakistan,agha salman,2026-02-24,Pakistan vs England
Babar Azam,Babar Azam,41,Runs: 25 → 25 | Fours: 2 → 8 | Runs milestone bonus: 25 → 4 | Announced: 1 → 4,PAK,BAT,1512763,Pakistan,England,25,24,2,0,1,0,0,0,0,0,0,0,0,0,0,104.17,0.0,1,0,0,25,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,41,1,41,41,41,,,Pakistan,babar azam,2026-02-24,Pakistan vs England
Fakhar Zaman,Fakhar Zaman,57,Runs: 25 → 25 | Fours: 2 → 8 | Sixes: 2 → 12 | Runs milestone bonus: 25 → 4 | Strike Rate: 156.25 → 4 | Announced: 1 → 4,PAK,BAT,1512763,Pakistan,England,25,16,2,2,1,0,0,0,0,0,0,0,0,0,0,156.25,0.0,1,0,0,25,8,12,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,49,0,0,57,1,57,57,57,,,Pakistan,fakhar zaman,2026-02-24,Pakistan vs England
Shadab Khan,Shadab Khan,51,Runs: 23 → 23 | Fours: 4 → 16 | Dot balls: 4 → 4 | Strike Rate: 209.09 → 6 | Economy Rate: 10.33 → -2 | Announced: 1 → 4,PAK,AR,1512763,Pakistan,England,23,11,4,0,1,0,0,0,18,31,4,0,0,0,0,209.09,10.33,1,0,0,23,16,0,0,0,0,0,0,0,4,0,0,0,0,0,6,-2,4,39,0,0,51,1,51,51,51,,,Pakistan,shadab khan,2026-02-24,Pakistan vs England
Usman Khan,Usman Khan,58,Runs: 8 → 8 | Sixes: 1 → 6 | Catches: 3 → 24 | 3-catches bonus: 3 → 4 | Stumpings: 1 → 12 | Announced: 1 → 4,PAK,WK,1512763,Pakistan,England,8,5,0,1,1,0,0,0,0,0,0,3,1,0,0,160.0,0.0,1,0,0,8,0,6,0,0,0,0,0,0,0,24,4,12,0,0,0,0,4,14,0,40,58,1,58,58,58,,,Pakistan,usman khan,2026-02-24,Pakistan vs England
Mohammad Nawaz,Mohammad Nawaz,84,Duck: 0 → -2 | Wickets: 2 → 60 | LBW/Bowled bonus: 1 → 8 | Dot balls: 6 → 6 | Catches: 1 → 8 | Announced: 1 → 4,PAK,AR,1512763,Pakistan,England,0,1,0,0,1,2,1,0,18,26,6,1,0,0,0,0.0,8.67,1,0,0,0,0,0,0,-2,60,8,0,0,6,8,0,0,0,0,0,0,4,-2,68,8,84,1,84,84,84,,,Pakistan,mohammad nawaz,2026-02-24,Pakistan vs England
Shaheen Shah Afridi,Shaheen Afridi,153,Runs: 2 → 2 | Wickets: 4 → 120 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 4 → 8 | Dot balls: 11 → 11 | Announced: 1 → 4,PAK,BOWL,1512763,Pakistan,England,2,3,0,0,1,4,1,0,24,30,11,0,0,0,0,66.67,7.5,1,0,0,2,0,0,0,0,120,8,0,8,11,0,0,0,0,0,0,0,4,2,136,0,153,1,153,153,153,,,Pakistan,shaheen shah afridi,2026-02-24,Pakistan vs England
Salman Mirza,Salman Mirza,18,Runs: 2 → 2 | Dot balls: 12 → 12 | Announced: 1 → 4,PAK,BOWL,1512763,Pakistan,England,2,3,0,0,0,0,0,0,19,26,12,0,0,0,0,66.67,8.21,1,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,2,0,0,18,1,18,18,18,,,Pakistan,salman mirza,2026-02-24,Pakistan vs England
Usman Tariq,Usman Tariq,69,Wickets: 2 → 60 | Dot balls: 5 → 5 | Announced: 1 → 4,PAK,BOWL,1512763,Pakistan,England,0,0,0,0,0,2,0,0,24,31,5,0,0,0,0,0.0,7.75,1,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,4,0,60,0,69,1,69,69,69,,,Pakistan,usman tariq,2026-02-24,Pakistan vs England
PD Salt,Philip Salt,2,Duck: 0 → -2 | Announced: 1 → 4,ENG,WK,1512763,Pakistan,England,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,2,1,2,2,2,,,England,pd salt,2026-02-24,Pakistan vs England
JC Buttler,Jos Buttler,12,Runs: 2 → 2 | Runout - indirect: 1 → 6 | Announced: 1 → 4,ENG,WK,1512763,Pakistan,England,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,66.67,0.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,6,12,1,12,12,12,,,England,jc buttler,2026-02-24,Pakistan vs England
HC Brook,Harry Brook,190,Runs: 100 → 100 | Fours: 10 → 40 | Sixes: 4 → 24 | Runs milestone bonus: 100 → 16 | Strike Rate: 196.08 → 6 | Announced: 1 → 4,ENG,BAT,1512763,Pakistan,England,100,51,10,4,1,0,0,0,0,0,0,0,0,0,0,196.08,0.0,1,0,0,100,40,24,16,0,0,0,0,0,0,0,0,0,0,0,6,0,4,180,0,0,190,1,190,190,190,,,England,hc brook,2026-02-24,Pakistan vs England
JG Bethell,Jacob Bethell,30,Runs: 8 → 8 | Fours: 1 → 4 | Catches: 1 → 8 | Runout - indirect: 1 → 6 | Announced: 1 → 4,ENG,AR,1512763,Pakistan,England,8,10,1,0,1,0,0,0,0,0,0,1,0,0,1,80.0,0.0,1,0,0,8,4,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,4,12,0,14,30,1,30,30,30,,,England,jg bethell,2026-02-24,Pakistan vs England
T Banton,Tom Banton,6,Runs: 2 → 2 | Announced: 1 → 4,ENG,WK,1512763,Pakistan,England,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,1,6,6,6,,,England,t banton,2026-02-24,Pakistan vs England
SM Curran,Sam Curran,35,Runs: 16 → 16 | Fours: 1 → 4 | Dot balls: 3 → 3 | Catches: 1 → 8 | Announced: 1 → 4,ENG,AR,1512763,Pakistan,England,16,15,1,0,1,0,0,0,18,24,3,1,0,0,0,106.67,8.0,1,0,0,16,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,20,0,8,35,1,35,35,35,,,England,sm curran,2026-02-24,Pakistan vs England
WG Jacks,Will Jacks,48,Runs: 28 → 28 | Fours: 1 → 4 | Sixes: 2 → 12 | Runs milestone bonus: 28 → 4 | Dot balls: 2 → 2 | Economy Rate: 13.5 → -6 | Announced: 1 → 4,ENG,AR,1512763,Pakistan,England,28,23,1,2,1,0,0,0,12,27,2,0,0,0,0,121.74,13.5,1,0,0,28,4,12,4,0,0,0,0,0,2,0,0,0,0,0,0,-6,4,48,0,0,48,1,48,48,48,,,England,wg jacks,2026-02-24,Pakistan vs England
J Overton,Jamie Overton,102,Duck: 0 → -2 | Wickets: 2 → 60 | LBW/Bowled bonus: 2 → 16 | Dot balls: 8 → 8 | Catches: 2 → 16 | Announced: 1 → 4,ENG,AR,1512763,Pakistan,England,0,3,0,0,1,2,2,0,18,26,8,2,0,0,0,0.0,8.67,1,0,0,0,0,0,0,-2,60,16,0,0,8,16,0,0,0,0,0,0,4,-2,76,16,102,1,102,102,102,,,England,j overton,2026-02-24,Pakistan vs England
LA Dawson,Liam Dawson,129,Runs: 1 → 1 | Wickets: 3 → 90 | LBW/Bowled bonus: 1 → 8 | 3-Wicket bonus: 3 → 4 | Dot balls: 12 → 12 | Catches: 1 → 8 | Economy Rate: 6.0 → 2 | Announced: 1 → 4,ENG,AR,1512763,Pakistan,England,1,1,0,0,0,3,1,0,24,24,12,1,0,0,0,100.0,6.0,1,0,0,1,0,0,0,0,90,8,0,4,12,8,0,0,0,0,0,2,4,1,102,8,129,1,129,129,129,,,England,la dawson,2026-02-24,Pakistan vs England
JC Archer,Jofra Archer,83,Runs: 5 → 5 | Fours: 1 → 4 | Wickets: 2 → 60 | Dot balls: 10 → 10 | Announced: 1 → 4,ENG,BOWL,1512763,Pakistan,England,5,2,1,0,0,2,0,0,24,32,10,0,0,0,0,250.0,8.0,1,0,0,5,4,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,4,9,60,0,83,1,83,83,83,,,England,jc archer,2026-02-24,Pakistan vs England
AU Rashid,Adil Rashid,45,Wickets: 1 → 30 | Dot balls: 11 → 11 | Announced: 1 → 4,ENG,BOWL,1512763,Pakistan,England,0,0,0,0,0,1,0,0,24,31,11,0,0,0,0,0.0,7.75,1,0,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,0,0,0,4,0,30,0,45,1,45,45,45,,,England,au rashid,2026-02-24,Pakistan vs England
TL Seifert,Tim Seifert,40,Runs: 8 → 8 | Fours: 1 → 4 | Stumpings: 2 → 24 | Announced: 1 → 4,NZ,WK,1512764,New Zealand,Sri Lanka,8,9,1,0,1,0,0,0,0,0,0,0,2,0,0,88.89,0.0,1,0,0,8,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,12,0,24,40,1,40,40,40,,,New Zealand,tl seifert,2026-02-25,New Zealand vs Sri Lanka
FH Allen,Finn Allen,59,Runs: 23 → 23 | Fours: 3 → 12 | Sixes: 1 → 6 | Catches: 1 → 8 | Strike Rate: 176.92 → 6 | Announced: 1 → 4,NZ,BAT,1512764,New Zealand,Sri Lanka,23,13,3,1,1,0,0,0,0,0,0,1,0,0,0,176.92,0.0,1,0,0,23,12,6,0,0,0,0,0,0,0,8,0,0,0,0,6,0,4,41,0,8,59,1,59,59,59,,,New Zealand,fh allen,2026-02-25,New Zealand vs Sri Lanka
R Ravindra,Rachin Ravindra,209,Runs: 32 → 32 | Fours: 3 → 12 | Sixes: 1 → 6 | Runs milestone bonus: 32 → 4 | Wickets: 4 → 120 | 3-Wicket bonus: 4 → 8 | Dot balls: 11 → 11 | Catches: 1 → 8 | Strike Rate: 145.45 → 2 | Economy Rate: 6.75 → 2 | Announced: 1 → 4,NZ,AR,1512764,New Zealand,Sri Lanka,32,22,3,1,1,4,0,0,24,27,11,1,0,0,0,145.45,6.75,1,0,0,32,12,6,4,0,120,0,0,8,11,8,0,0,0,0,2,2,4,54,128,8,209,1,209,209,209,,,New Zealand,r ravindra,2026-02-25,New Zealand vs Sri Lanka
GD Phillips,Glenn Phillips,77,Runs: 18 → 18 | Fours: 1 → 4 | Wickets: 1 → 30 | Dot balls: 9 → 9 | Catches: 1 → 8 | Economy Rate: 5.25 → 4 | Announced: 1 → 4,NZ,AR,1512764,New Zealand,Sri Lanka,18,18,1,0,1,1,0,0,24,21,9,1,0,0,0,100.0,5.25,1,0,0,18,4,0,0,0,30,0,0,0,9,8,0,0,0,0,0,4,4,22,30,8,77,1,77,77,77,,,New Zealand,gd phillips,2026-02-25,New Zealand vs Sri Lanka
